id	text	misogynous	aggressiveness	nps	clean
1822	@MazzOnedaje Palmiro @pandemione, porcodoi ,non sarai mica tu?! Quanto ti costa una puttanona sull'Ape? Il cassone é chiuso o aperto?	1	1	@MazzOnedaje Palmiro @pandemione, porcodoi ,non sarai mica tu? Quanto ti una puttanona sull'Ape Il cassone	palmiro porcodoi ,non sarai mica tu?! quanto ti costa una puttanona sull'ape? il cassone é chiuso o aperto?
1823	@LADYLAMILF Ti sborro sulle chiappe	1	1	Ti sulle chiappe	ti sborro sulle chiappe
1824	@Greis262 Sei un pezzo di figa tesoro ????	1	1	@Greis262 Sei un pezzo di figa tesoro ????	sei un pezzo di figa tesoro ????
1825	MADONNA FEDERICA TI ROMPO LA VITA PORCA PUTTANA https://t.co/aA9ID2KAhY	1	1	MADONNA FEDERICA TI ROMPO LA VITA PORCA PUTTANA https://t.co/aA9ID2KAhY	madonna federica ti rompo la vita porca puttana
1826	Alla mia ragazza culona piace scopare a tutte le ore https://t.co/X4Afv10i5E	1	1	Alla mia ragazza culona a tutte le ore https://t.co/X4Afv10i5E	alla mia ragazza culona piace scopare a tutte le ore
1827	@goldcamgirls Che bella tettona di fai diventare il cazzo durissimo	1	1	@goldcamgirls Che bella tettona di fai diventare il cazzo durissimo	che bella tettona di fai diventare il cazzo durissimo
1828	@MochizukiRea Buona Pasqua bellissima tettona	1	0	@MochizukiRea Buona Pasqua bellissima tettona	buona pasqua bellissima tettona
1829	@ Dear Lord, elimina dalla faccia della Terra tutte le persone che pensano che la donna sia solo:” donna schiava zitta e lava”.	0	0	@ Dear Lord, dalla faccia della Terra tutte le persone che pensano che la donna sia solo ” donna schiava zitta e lava”.	dear lord, elimina dalla faccia della terra tutte le persone che pensano che la donna sia solo:” donna schiava zitta e lava”.
1830	@stanzaselvaggia Prima ancora Asia Argento... e la Oxa... Sotto a chi tocca! ?	0	0	@stanzaselvaggia Prima ancora Asia Argento... e la Oxa... Sotto a chi	prima ancora asia argento... e la oxa... sotto a chi tocca! ?
1831	PORCA PUTTANA CHECCAZZO DI MALE ANDATE A CAGARE TUTTI	0	0	PORCA PUTTANA CHECCAZZO DI MALE ANDATE A CAGARE TUTTI	porca puttana checcazzo di male andate a cagare tutti
1832	poi tra poco mettevo sotto una che si era gettata sulle striscema allora porca puttana che giornata del cazzo	0	0	sotto una che si era gettata sulle striscema porca puttana che giornata del cazzo	poi tra poco mettevo sotto una che si era gettata sulle striscema allora porca puttana che giornata del cazzo
1833	“Non vivere con la paura” PORCA PUTTANA MI HA MESSO SOLO LE MANI ADDOSSO CRISTO	0	0	con la paura MI MESSO SOLO LE MANI ADDOSSO CRISTO	“non vivere con la paura” porca puttana mi ha messo solo le mani addosso cristo
1834	minchia raga devo fare latino ma chi c’ha sbatta porca puttana maiala	0	0	minchia raga latino chi c’ porca puttana maiala	minchia raga devo fare latino ma chi c’ha sbatta porca puttana maiala
1835	@tuttosport vecchia culona vince come ieri:clamorosa traversa del Milan,a Firenze palo dell viola e rigore negato alla vecchia culona,a Lazio rigore netto non dato.Questa è una stori che dura da decenni.Gioca da far schifo i suoi mediocri tifosi non si ve	0	0	vecchia culona clamorosa traversa del Milan, a Firenze palo dell viola e rigore negato alla vecchia culona, a Lazio rigore netto Questa è una stori che dura da decenni. i suoi mediocri tifosi non si ve	vecchia culona vince come ieri:clamorosa traversa del milan,a firenze palo dell viola e rigore negato alla vecchia culona,a lazio rigore netto non dato.questa è una stori che dura da decenni.gioca da far schifo i suoi mediocri tifosi non si ve
1836	@tuttosport Il Milan meritava la vittoria .Gioca molto bene . la vecchia culona invece è penosa.noiosa,insomma gioca da far schifo . Perfino un giornalista di parte come Nesti lo fa notare	0	0	Il Milan la vittoria la vecchia culona Perfino un giornalista di parte come Nesti lo	il milan meritava la vittoria .gioca molto bene . la vecchia culona invece è penosa.noiosa,insomma gioca da far schifo . perfino un giornalista di parte come nesti lo fa notare
1837	"Dei miei amici mi dicono sempre ma sai che non esiste?"". Ecco come gli vorrei rispondere: ""no, davvero?! Non ci posso credere... OMG, quindi non esistono? Grazie per avermi illuminato la vita"". Porca puttana lo so. ? (se non si fosse capito intendono gli anime)"""	0	0	Dei miei amici mi gli ci OMG Grazie per la vita Porca puttana lo si gli anime	"dei miei amici mi dicono sempre ma sai che non esiste?"". ecco come gli vorrei rispondere: ""no, davvero?! non ci posso credere... omg, quindi non esistono? grazie per avermi illuminato la vita"". porca puttana lo so. ? (se non si fosse capito intendono gli anime)"""
1838	@andoniopre tornerà PUTTANONE da combattimento. ho quasi paura.	0	0	PUTTANONE da combattimento quasi paura	tornerà puttanone da combattimento. ho quasi paura.
1839	@ladivadelkom Porca puttana si scrive Dylan!	0	0	Porca puttana si Dylan	porca puttana si scrive dylan!
1840	@tuttosport perchè davanti ai furti ormai nessun tifoso della vecchia culona si vergogna	0	0	perchè davanti ai furti ormai nessun tifoso della vecchia culona si	perchè davanti ai furti ormai nessun tifoso della vecchia culona si vergogna
1841	No forse non vado neanche per il cazzo perchè dobbiamo stare qua a casa a fare NIENTE porca puttana troia	0	0	neanche per il cazzo a casa NIENTE porca puttana troia	no forse non vado neanche per il cazzo perchè dobbiamo stare qua a casa a fare niente porca puttana troia
1842	PORCA PUTTANA STYLES LA VUOI FINIRE ?! TI ODIOBSGXVXGDBXHXHBSAPPQLHhwkdxoshxgdh https://t.co/hqXdjGtEsH	0	0	STYLES LA VUOI FINIRE ? TI ODIOBSGXVXGDBXHXHBSAPPQLHhwkdxoshxgdh https://t.co/hqXdjGtEsH	porca puttana styles la vuoi finire ?! ti odiobsgxvxgdbxhxhbsappqlhhwkdxoshxgdh
1843	PORCA PUTTANA LO VEDI CHE HO FATTO BENE AD ANDARE A MESSA STAMATTINA?? https://t.co/NKLo8EV0ZA	0	0	PORCA PUTTANA LO VEDI CHE HO FATTO BENE AD ANDARE A MESSA STAMATTINA? https://t.co/NKLo8EV0ZA	porca puttana lo vedi che ho fatto bene ad andare a messa stamattina??
1844	Se Marotta è uomo va a prendere Erisken. Porca puttana che fenomeno #CHETOT	0	0	Se Marotta è uomo Erisken Porca puttana che fenomeno #CHETOT	se marotta è uomo va a prendere erisken. porca puttana che fenomeno #chetot
1845	Ma che cazzo significa allora per te è giusto anche che uno vada al concerto con un cartellone gigante con su scritto AD HARRY NON PIACE LA FIGA perché tanto non kapisce!1!1!2!2! Ihihihih Prontooooooooooo prontooooooo https://t.co/kDqIw68TOS	0	0	che cazzo per te uno al concerto con un cartellone gigante con su scritto AD HARRY NON LA FIGA perché tanto non kapisce!1!1!2!2! Ihihihih Prontooooooooooo prontooooooo https://t.co/kDqIw68TOS	ma che cazzo significa allora per te è giusto anche che uno vada al concerto con un cartellone gigante con su scritto ad harry non piace la figa perché tanto non kapisce!1!1!2!2! ihihihih prontooooooooooo prontooooooo
1846	RT @MonsterYay_: Ma che cazzo significa allora per te è giusto anche che uno vada al concerto con un cartellone gigante con su scritto AD H…	0	0	RT che cazzo per te uno al concerto con un cartellone gigante con su scritto AD H	rt ma che cazzo significa allora per te è giusto anche che uno vada al concerto con un cartellone gigante con su scritto ad h…
1847	Tutto quello che vorrei è lontano, fa ingrassare e porca puttana MAINAGIOIA.#BuonaPasqua	0	0	Tutto quello che vorrei è lontano, puttana MAINAGIOIA.#BuonaPasqua	tutto quello che vorrei è lontano, fa ingrassare e porca puttana mainagioia.#buonapasqua
1848	Cioè un mio amico di università è scomparso da ieri sera e non si riesce a trovare porca puttana ??	0	0	un mio amico di università sera si porca puttana	cioè un mio amico di università è scomparso da ieri sera e non si riesce a trovare porca puttana ??
1849	RT @robertoCR82: Porca puttana https://t.co/7pZdBoFFIa	0	0	RT @robertoCR82: Porca puttana https://t.co/7pZdBoFFIa	rt porca puttana
1850	PORCA PUTTANA CHE COSA ABBIAMO FATTOOOOO RAGAAAAAAAA #cheplayoff	0	0	PUTTANA CHE COSA ABBIAMO FATTOOOOO RAGAAAAAAAA #cheplayoff	porca puttana che cosa abbiamo fattooooo ragaaaaaaaa #cheplayoff
1851	È dal 26 di dicembre che dovrei essere a dieta. Porca puttana adesso è Pasqua, domani pasquetta... insomma un casin #pasqua #Pasquetta #dieta	0	0	di dicembre che dovrei essere a dieta. Porca puttana adesso è Pasqua, domani pasquetta... insomma un casin #pasqua #Pasquetta #dieta	è dal 26 di dicembre che dovrei essere a dieta. porca puttana adesso è pasqua, domani pasquetta... insomma un casin #pasqua #pasquetta #dieta
1852	vorrei mandarla a fanculo, ma non ci riescoMA PORCA PUTTANA	0	0	a fanculo , ma non ci riescoMA PORCA PUTTANA	vorrei mandarla a fanculo, ma non ci riescoma porca puttana
1853	@magra8178 @stanzaselvaggia La cosa buffa è che tutti si sono fermati al “brutta” (ognuno ha i suoi gusti se permette) e nessuno ha confutato che è sempre molto acida nei confronti dei belli. Ps. Non so se lei apprezzerà il suo complimento ?	0	0	@magra8178 @stanzaselvaggia La cosa buffa tutti si ognuno i suoi gusti nessuno nei confronti dei belli Ps. lei il suo complimento	la cosa buffa è che tutti si sono fermati al “brutta” (ognuno ha i suoi gusti se permette) e nessuno ha confutato che è sempre molto acida nei confronti dei belli. ps. non so se lei apprezzerà il suo complimento ?
1854	porca puttana il video ci sta mettendo una vita per scaricarsi odio la mia wifi di merda	0	0	porca puttana il video ci una vita odio la mia wifi di merda	porca puttana il video ci sta mettendo una vita per scaricarsi odio la mia wifi di merda
1855	"@OnlyCarmine PORCA PUTTANA TROIA""????"""	0	0	"@OnlyCarmine PORCA PUTTANA TROIA""????"""	"porca puttana troia""????"""
1856	@NicolaGiove2 @MorosiniRoberta @lauraboldrini Sei tu che hai problemi con gli ebrei che consideri una razza inferiore Io parlo del Popolo israeliano... il quale in buona parte laico quindi non ebreo ma popolo israeliano... Se non comprendi la differenza d	0	0	@MorosiniRoberta @lauraboldrini Sei tu che hai problemi con gli ebrei che consideri una razza inferiore Io del Popolo israeliano il quale in buona parte laico ma popolo israeliano la differenza d	sei tu che hai problemi con gli ebrei che consideri una razza inferiore io parlo del popolo israeliano... il quale in buona parte laico quindi non ebreo ma popolo israeliano... se non comprendi la differenza d
1857	porca puttana mi commenta tutte le stories mi manda messaggi se vedi che non ti rispondo fai 2+2 io non ce la faccio più	0	0	porca puttana mi tutte le stories mi messaggi ti io ce la	porca puttana mi commenta tutte le stories mi manda messaggi se vedi che non ti rispondo fai 2+2 io non ce la faccio più
1858	@awandmpia Ma porca puttana, ma le feticiste siamo noi che shippiamo una coppia con development e tutto eh	0	0	@awandmpia Ma porca puttana, ma le feticiste siamo noi che shippiamo una coppia con development e tutto eh	ma porca puttana, ma le feticiste siamo noi che shippiamo una coppia con development e tutto eh
1859	L’abbiamo regalato porca puttana questo non glielo perdono https://t.co/I4FcBsJm96	0	0	L’ porca puttana questo glielo	l’abbiamo regalato porca puttana questo non glielo perdono
1860	Raga porca puttana ci sto credendo fermatemi che mi faccio male #cheplayoff	0	0	Raga porca puttana ci mi #cheplayoff	raga porca puttana ci sto credendo fermatemi che mi faccio male #cheplayoff
1861	Ma perché non mangiate, PORCA PUTTANA MANGIATE	0	0	Ma perché non mangiate, PORCA PUTTANA MANGIATE	ma perché non mangiate, porca puttana mangiate
1862	Porca puttana che paura, ho appena a letto i tweet di una tizia che dice di avere degli spiriti in casa sua e mi sto cagando in mano	0	0	Porca puttana che paura, appena a letto i tweet di una tizia che dice di avere degli spiriti in casa sua e mi sto cagando in mano	porca puttana che paura, ho appena a letto i tweet di una tizia che dice di avere degli spiriti in casa sua e mi sto cagando in mano
1863	ma mollate kai e la sua real porca puttana siete delle presse al culo	0	0	kai e la sua real porca puttana siete delle presse al culo	ma mollate kai e la sua real porca puttana siete delle presse al culo
1864	"RT @_schiaffino__: semper che riporta l'articolo catastrofico sul #Milan di @BI_Italia a firma di Balestrieri per dovere di cronaca"" IL…"""	0	0	"RT @_schiaffino__ che l'articolo catastrofico sul #Milan di @BI_Italia a firma di Balestrieri per dovere di cronaca"" IL…"	"rt semper che riporta l'articolo catastrofico sul #milan di a firma di balestrieri per dovere di cronaca"" il…"""
1865	@naso___ Ma cosa e come vuoi migliorare zio maiale e cane, è questa la cazzo di domanda. COSA? Ma tifa Inter porca puttana, triplete, tutto bello e poi con la testa nel cesso per 30-40 anni e in mano ai cinesi. Questo vi meritate e niente meno	0	0	@naso___ Ma cosa e come vuoi migliorare zio maiale e cane, è questa la cazzo di domanda. COSA? Inter porca puttana, triplete, tutto bello e poi con la testa nel cesso per 30-40 anni e in mano ai cinesi Questo e niente meno	ma cosa e come vuoi migliorare zio maiale e cane, è questa la cazzo di domanda. cosa? ma tifa inter porca puttana, triplete, tutto bello e poi con la testa nel cesso per 30-40 anni e in mano ai cinesi. questo vi meritate e niente meno
1866	PORCA PUTTANA CHE SBAGLIO ENORME CHE HO FATTO	0	0	PUTTANA CHE SBAGLIO ENORME CHE HO FATTO	porca puttana che sbaglio enorme che ho fatto
1867	RT @drogainsaldo: Su WhatsApp:- che hai?- nullaSu Twitter:il figlio di puttana succhiacazzi mi ha appena chiesto che cosa ho.	0	0	RT @drogainsaldo Su WhatsApp:- che hai?- nullaSu Twitter: il figlio di puttana succhiacazzi mi che cosa	rt su whatsapp:- che hai?- nullasu twitter:il figlio di puttana succhiacazzi mi ha appena chiesto che cosa ho.
1868	PORCA PUTTANA RAGA PENSAVO FOSSE VERO MI È VENUTO UN INFARTO MA CHE SCHERZI SONO https://t.co/PYxXd6wMBz	0	0	PORCA PUTTANA RAGA PENSAVO FOSSE VERO MI È VENUTO UN INFARTO MA CHE SCHERZI SONO https://t.co/PYxXd6wMBz	porca puttana raga pensavo fosse vero mi è venuto un infarto ma che scherzi sono
1869	raga porca puttana non posso credere che domani finalmente vedrò Harry madonna se ci penso piango	0	0	puttana Harry madonna ci	raga porca puttana non posso credere che domani finalmente vedrò harry madonna se ci penso piango
1870	pure i mcr ci si mettono ma porca puttana troia oh basta dai lo scherzo è bello finché dura poco adesso basta state esagerando sta cosa del pesce d'aprile vi è sfuggita di mano basta	0	0	i mcr ci si puttana troia dai lo scherzo cosa del pesce d'aprile vi di mano	pure i mcr ci si mettono ma porca puttana troia oh basta dai lo scherzo è bello finché dura poco adesso basta state esagerando sta cosa del pesce d'aprile vi è sfuggita di mano basta
1871	Jeongin....COOOSAAA????MA DOV'È IL MIO PUPPY VICENTE????L'hanno mascheratoOh ma che cazzo èQuanto tempo è passatoSto vivendo? OMIODIOO https://t.co/hUZ2wgFljR	0	0	Jeongin MIO PUPPY VICENTE????L' mascheratoOh ma che cazzo èQuanto tempo passatoSto OMIODIOO https://t.co/hUZ2wgFljR	jeongin....cooosaaa????ma dov'è il mio puppy vicente????l'hanno mascheratooh ma che cazzo èquanto tempo è passatosto vivendo? omiodioo
1872	che palle ma perche Post Malone doveva venire a Roma proprio il giorno dei Cigarettes After Sex cioè porca puttana io volevo sentire live I fall Apart aka una delle mie canzoni preferite al momento	0	0	che palle ma perche Post Malone a Roma proprio il giorno dei Cigarettes After Sex cioè porca puttana io I fall Apart aka una delle mie canzoni preferite al momento	che palle ma perche post malone doveva venire a roma proprio il giorno dei cigarettes after sex cioè porca puttana io volevo sentire live i fall apart aka una delle mie canzoni preferite al momento
1873	C'ERANO DEI FAKE SPOILER DEL 104 CON JEAN E FALCO CHE MORIVANO PORCA PUTTANA MI SONO PRESA UN INFARTO STAVO PER PIANGERE BASTARDI	0	0	C'ERANO DEI FAKE SPOILER DEL 104 CON JEAN E FALCO CHE MORIVANO PORCA PUTTANA MI SONO PRESA UN INFARTO STAVO PER PIANGERE BASTARDI	c'erano dei fake spoiler del 104 con jean e falco che morivano porca puttana mi sono presa un infarto stavo per piangere bastardi
